Keyword,Repository Name,Author,Message,Commit URL
fairness_indicators,jkr710/jk_public,jkr710,Delete C3_W4_Lab_3_Fairness_Indicators.ipynb,https://github.com/jkr710/jk_public/commit/7b2c15f16b4c6ca91c0d5926f5abab986f8fb4e1
fairness_indicators,carloslme/mlops-for-prod-specialization,carloslme,add Ungraded Lab: Fairness Indicators,https://github.com/carloslme/mlops-for-prod-specialization/commit/37316e11192d823f1c6829f950416c0339aec20f
fairness_indicators,carloslme/mlops-for-prod-specialization,carloslme,add Ungraded Lab: Fairness Indicators,https://github.com/carloslme/mlops-for-prod-specialization/commit/5b9370ed0c252e2c1b903e724c343371b43618ce
fairness_indicators,VladimerKhasia/ML-in-Notebooks,Vladimer Khasia,Create fairness_indicators_tfma.ipynb,https://github.com/VladimerKhasia/ML-in-Notebooks/commit/d95ef05948cbba4969290f31e3118f78e87e1992
fairness_indicators,lilrachel1985/MLops,lilrachel1985,"Add files via upload

Fairness Indicators
1.Train a simple neural network model to detect a person's smile in images using TF Keras and the CelebFaces Attributes (CelebA) dataset.
2.Evaluate model performance against a commonly used fairness metric across age groups using Fairness Indicators.",https://github.com/lilrachel1985/MLops/commit/829198163470af9d5b8c41b08a7e1d185d811cac
fairness_indicators,mridul-eecs/portfolio,Mridul Pandey,fairness indicators,https://github.com/mridul-eecs/portfolio/commit/b3c5dfb55a251db16fec93caa6b48160b0e3a7a2
fairness_indicators,tensorflow/fairness-indicators,Raviteja Gorijala,"Fairness Indicators and Tensorboard Plugin 0.44.0 Release

PiperOrigin-RevId: 529211619",https://github.com/tensorflow/fairness-indicators/commit/3b279ed297ee177d7df461374d3bf3ada0788852
fairness_indicators,EthicalML/awesome-production-machine-learning,JIMMY ZHAO,Add fairness indicators,https://github.com/EthicalML/awesome-production-machine-learning/commit/d1fa2718c00b54139c0a52cd854f898798145f53
fairness_indicators,google/eng-edu,Piyush Kumar,"Update fairness indicators version to 0.40.0 (#83)

Update fairness indicators version to 0.40.0 to solve type mismatch between TFDV and apache beam.",https://github.com/google/eng-edu/commit/ef5ddeab0cf6d6cfa92529f9a2993c5dc0f9938e
fairness_indicators,Aasimkhurshid/Machine-Learning-Production-Engineering,Aasim khurshid,"Tensorflow model analysis Fairness indicators

In this colab notebook, you will use Fairness Indicators to explore the Smiling attribute in a large-scale face image dataset. Fairness Indicators is a suite of tools built on top of TensorFlow Model Analysis that enable regular evaluation of fairness metrics in product pipelines. This Introductory Video provides more details and context on the real-world scenario presented here, one of the primary motivations for creating Fairness Indicators. This notebook contains:
Train a simple neural network model to detect a person's smile in images using TF Keras and the CelebFaces Attributes (CelebA) dataset.
Evaluate model performance against a commonly used fairness metric across age groups using Fairness Indicators.",https://github.com/Aasimkhurshid/Machine-Learning-Production-Engineering/commit/a94cc5c608b18ddfc6db69c661e864981233963b
import fairlearn,seldonian-toolkit/Experiments,Austin Hoag,make fairlearn an optional import,https://github.com/seldonian-toolkit/Experiments/commit/398fada71eddb46c6744a3480e4324c25a6939c4
import fairlearn,sumacm/fairattr,Samuel Hoffman,"Bug fixes and docstring/style fixes (#229)

* is -> ==

* style, docstring, arg name changes

* clip lines at 80 chars
* fix docstring formatting
* `prot_attr_cols` -> `prot_attr` (consistency)
* `constraints`+`constraints_moment` -> `constraints` (ease-of-use)

* self.model.constraints -> self.model.moment

* Fix style, docstrings

* tabs -> spaces

* fairlearn intersphinx mapping

* clean up requirements

* fix arg names

* remove unused imports",https://github.com/sumacm/fairattr/commit/066e420fc3f0dd71926827dabe5bc297bfdf7b92
import fairlearn,gkbharathy/Trusted_AI,Samuel Hoffman,"Bug fixes and docstring/style fixes (#229)

* is -> ==

* style, docstring, arg name changes

* clip lines at 80 chars
* fix docstring formatting
* `prot_attr_cols` -> `prot_attr` (consistency)
* `constraints`+`constraints_moment` -> `constraints` (ease-of-use)

* self.model.constraints -> self.model.moment

* Fix style, docstrings

* tabs -> spaces

* fairlearn intersphinx mapping

* clean up requirements

* fix arg names

* remove unused imports",https://github.com/gkbharathy/Trusted_AI/commit/066e420fc3f0dd71926827dabe5bc297bfdf7b92
import fairlearn,hicksa1996/AIF360,Samuel Hoffman,"Bug fixes and docstring/style fixes (#229)

* is -> ==

* style, docstring, arg name changes

* clip lines at 80 chars
* fix docstring formatting
* `prot_attr_cols` -> `prot_attr` (consistency)
* `constraints`+`constraints_moment` -> `constraints` (ease-of-use)

* self.model.constraints -> self.model.moment

* Fix style, docstrings

* tabs -> spaces

* fairlearn intersphinx mapping

* clean up requirements

* fix arg names

* remove unused imports",https://github.com/hicksa1996/AIF360/commit/066e420fc3f0dd71926827dabe5bc297bfdf7b92
import fairlearn,Trusted-AI/AIF360,Samuel Hoffman,"Bug fixes and docstring/style fixes (#229)

* is -> ==

* style, docstring, arg name changes

* clip lines at 80 chars
* fix docstring formatting
* `prot_attr_cols` -> `prot_attr` (consistency)
* `constraints`+`constraints_moment` -> `constraints` (ease-of-use)

* self.model.constraints -> self.model.moment

* Fix style, docstrings

* tabs -> spaces

* fairlearn intersphinx mapping

* clean up requirements

* fix arg names

* remove unused imports",https://github.com/Trusted-AI/AIF360/commit/066e420fc3f0dd71926827dabe5bc297bfdf7b92
import fairlearn,fairlearn/fairlearn,SeanMcCarren,"FEAT Model comparison plot (#947)

* refactored input

Signed-off-by: Rishabh Sambare <rishabhsamb@gmail.com>

* plot_model_comparison and example in a notebook

The (initial attempt at) the body of plot_model_comparison (probably still missing sanity w.r.t. the x_axis_metric and y_axis_metric... can I just pass sensitive_features always? nothing else required?)

To make it work, added the import in __init__.py

Also created an example in one of the existing notebooks as I believe it is a fitting context!

* Implemented plot_model_comparison as specified in #666 with numpydoc

- also support extra kwargs which are passed to ax.scatter
- only if no ax is provided, automatically infer axis labels

* Fixed small bugs

* Start documentation

Example notebook section
User guide section (with literalinclude)

* rewording

* Update docs/user_guide/assessment.rst

Co-authored-by: Roman Lutz <romanlutz13@gmail.com>

* Update fairlearn/metrics/_multi_curve_plot.py

Co-authored-by: Roman Lutz <romanlutz13@gmail.com>

* Update fairlearn/metrics/_multi_curve_plot.py

Co-authored-by: Roman Lutz <romanlutz13@gmail.com>

* Added :end-before: for safety with literalinclude

* Typechecking y_preds and not showing plot

* Testcase for comparison plot when there is no matplotlib installed

* Removed show_plot in User Guide example

* remove show_plot here also

* impl roman's suggest on 15 sept to replace ""_"" with "" ""

* add point color and label as a baseline

* flake8

* Update _multi_curve_plot.py

* Enumerate over dictionary keys to get indices

* group_by_name kw: plot models with same prefix same color

* Also change point label text

* changes as described in PR

* fixed point_labels

* rename groups to model_group

* model_kwargs instead of group_kwargs

* Combine calls to scatter if kwargs are equal

* lint

* Delete ._plotting.py.swp

* legend_kwargs

* Improve plot_model_comparison example

* Got rid of redundant preprocessing changes

* flake8

* fix test

* implement changes suggested by @MiroDudik

* variable name change

* fix param name

* unused import

* Add point_labels_position suggestion from @MiroDudik

* Suggestion to not use global variable

* Bug fix

* Basic testing

* flake8

* small rewrite

* test coverage

* fix tests with pytest.raises

* more coverage

* More consistent handling of sf and cf

* Additional test coverage

* Fixing faulty test cases

* flake8

* Apply suggestions from code review

Co-authored-by: MiroDudik <mdudik@gmail.com>

* simplified selection rate difference

* ask for list instead of tuple

* make backwards compatible

* Update fairlearn/metrics/_multi_curve_plot.py

Co-authored-by: MiroDudik <mdudik@gmail.com>

* Remove legend kwargs

* Update fairlearn/metrics/_multi_curve_plot.py

Co-authored-by: Richard Edgar <riedgar@microsoft.com>

* refactor renaming

* Testing errors

* Remove test for legend_kwargs as we removed legend_kwargs as arg

* Remove unnecessary comment & some final test coverage

Signed-off-by: Rishabh Sambare <rishabhsamb@gmail.com>
Co-authored-by: Rishabh Sambare <rishabhsamb@gmail.com>
Co-authored-by: Roman Lutz <romanlutz13@gmail.com>
Co-authored-by: MiroDudik <mdudik@gmail.com>
Co-authored-by: Hilde Weerts <24417440+hildeweerts@users.noreply.github.com>
Co-authored-by: Richard Edgar <riedgar@microsoft.com>",https://github.com/fairlearn/fairlearn/commit/77fcd8778475beb970706b800057286258bd8385
import fairlearn,Indie365/responsible-ai-toolbox,Roman Lutz,"Add raiwidgets Python package with FairnessDashboard (#93)

* initial commit for package setup

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* update static files

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* latest updates to move to flask

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* trying a few more things to get viz to show up

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* almost working version (data formatting issues for metrics call remain)

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* prettier changes

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* lintfix

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* convert float types to str to make them work with jsonfiy

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fairlearn -> fairness renaming

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fairlearnboard -> raiwidgets

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fairlearn -> fairness, fairlearnboard -> raiwidgets

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* rebuilt widget

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fix malformed html template mustache,  main.js scope for RenderDashboard, passing of withCredentials param, raiwidgets name

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* upgrade lodash and core-js to avoid GitHub warnings

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* dependencies update

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* comment out calculateMetrics

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* adjust gitignore, setup.py, remove notebooks

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* flake8

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* remove strict fairlearn dependency, add test to ensure we tell user to install fairlearn

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* flake8

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* prettier & prettierignore html template because it breaks the required mustache format

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* initial CI for raiwidgets

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* standardize requirements-dev.txt name

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* prettier

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fix rai core flask package name in requirements file

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fix package name

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* try non-editable install

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* make setup.py work without import

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* add pytest-mock dependency

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* add mock package

Signed-off-by: Roman Lutz <rolutz@microsoft.com>",https://github.com/Indie365/responsible-ai-toolbox/commit/838fcd317961978163b187ef34c4c92c8492f8df
import fairlearn,igecloudsdev/responsibleAI,Roman Lutz,"Add raiwidgets Python package with FairnessDashboard (#93)

* initial commit for package setup

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* update static files

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* latest updates to move to flask

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* trying a few more things to get viz to show up

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* almost working version (data formatting issues for metrics call remain)

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* prettier changes

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* lintfix

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* convert float types to str to make them work with jsonfiy

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fairlearn -> fairness renaming

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fairlearnboard -> raiwidgets

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fairlearn -> fairness, fairlearnboard -> raiwidgets

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* rebuilt widget

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fix malformed html template mustache,  main.js scope for RenderDashboard, passing of withCredentials param, raiwidgets name

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* upgrade lodash and core-js to avoid GitHub warnings

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* dependencies update

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* comment out calculateMetrics

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* adjust gitignore, setup.py, remove notebooks

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* flake8

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* remove strict fairlearn dependency, add test to ensure we tell user to install fairlearn

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* flake8

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* prettier & prettierignore html template because it breaks the required mustache format

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* initial CI for raiwidgets

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* standardize requirements-dev.txt name

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* prettier

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fix rai core flask package name in requirements file

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fix package name

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* try non-editable install

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* make setup.py work without import

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* add pytest-mock dependency

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* add mock package

Signed-off-by: Roman Lutz <rolutz@microsoft.com>",https://github.com/igecloudsdev/responsibleAI/commit/838fcd317961978163b187ef34c4c92c8492f8df
import fairlearn,microsoft/responsible-ai-toolbox,Roman Lutz,"Add raiwidgets Python package with FairnessDashboard (#93)

* initial commit for package setup

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* update static files

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* latest updates to move to flask

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* trying a few more things to get viz to show up

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* almost working version (data formatting issues for metrics call remain)

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* prettier changes

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* lintfix

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* convert float types to str to make them work with jsonfiy

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fairlearn -> fairness renaming

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fairlearnboard -> raiwidgets

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fairlearn -> fairness, fairlearnboard -> raiwidgets

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* rebuilt widget

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fix malformed html template mustache,  main.js scope for RenderDashboard, passing of withCredentials param, raiwidgets name

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* upgrade lodash and core-js to avoid GitHub warnings

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* dependencies update

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* comment out calculateMetrics

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* adjust gitignore, setup.py, remove notebooks

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* flake8

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* remove strict fairlearn dependency, add test to ensure we tell user to install fairlearn

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* flake8

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* prettier & prettierignore html template because it breaks the required mustache format

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* initial CI for raiwidgets

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* standardize requirements-dev.txt name

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* prettier

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fix rai core flask package name in requirements file

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fix package name

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* try non-editable install

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* make setup.py work without import

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* add pytest-mock dependency

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* add mock package

Signed-off-by: Roman Lutz <rolutz@microsoft.com>",https://github.com/microsoft/responsible-ai-toolbox/commit/838fcd317961978163b187ef34c4c92c8492f8df
import fairlearn,SanjayKulkarni/msft_rai_toolkit_test,Roman Lutz,"Add raiwidgets Python package with FairnessDashboard (#93)

* initial commit for package setup

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* update static files

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* latest updates to move to flask

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* trying a few more things to get viz to show up

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* almost working version (data formatting issues for metrics call remain)

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* prettier changes

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* lintfix

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* convert float types to str to make them work with jsonfiy

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fairlearn -> fairness renaming

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fairlearnboard -> raiwidgets

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fairlearn -> fairness, fairlearnboard -> raiwidgets

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* rebuilt widget

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fix malformed html template mustache,  main.js scope for RenderDashboard, passing of withCredentials param, raiwidgets name

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* upgrade lodash and core-js to avoid GitHub warnings

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* dependencies update

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* comment out calculateMetrics

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* adjust gitignore, setup.py, remove notebooks

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* flake8

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* remove strict fairlearn dependency, add test to ensure we tell user to install fairlearn

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* flake8

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* prettier & prettierignore html template because it breaks the required mustache format

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* initial CI for raiwidgets

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* standardize requirements-dev.txt name

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* prettier

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fix rai core flask package name in requirements file

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* fix package name

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* try non-editable install

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* make setup.py work without import

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* add pytest-mock dependency

Signed-off-by: Roman Lutz <rolutz@microsoft.com>

* add mock package

Signed-off-by: Roman Lutz <rolutz@microsoft.com>",https://github.com/SanjayKulkarni/msft_rai_toolkit_test/commit/838fcd317961978163b187ef34c4c92c8492f8df
import aif360,IBM/ddc-2021-development-to-production,Javier Torres,missing python import in aif360 notebook,https://github.com/IBM/ddc-2021-development-to-production/commit/f0ede4ed44680cd22d16d772ce1a44b58c248d08
import aif360,IBM/ddc-2021-development-to-production,Javier Torres,"Merge pull request #36 from CDA-DATA-AI/fixaifnotebook

missing python import in aif360 notebook",https://github.com/IBM/ddc-2021-development-to-production/commit/68c94ddde33d2f77f4c05c82056d6a79cb03589b
import aif360,adrinjalali/aif360-learn,Adrin Jalali,"Fix aif360 imports and references (#39)

* fix lime_encoder

* fix docs

* fix examples",https://github.com/adrinjalali/aif360-learn/commit/021e423630e6323409f88a7b7ad6efa6044cfac2
import aif360,vsahil/influence-duplicate,Sahil Verma,Added one more import to be able to run from AIF360 folder,https://github.com/vsahil/influence-duplicate/commit/0682a6ea7ba5cbb358452aa96c2671b4d54de3e2
import aif360,IBM/lale,kiran-kate,"Updated import_from_sklearn_pipeline to return _trained for Trainable… (#627)

* Updated import_from_sklearn_pipeline to return _trained for TrainableIndividualOps.

* Handling operators which don't have a fit method.

* Pinning the version of aif360 to 0.3.0.",https://github.com/IBM/lale/commit/416c3a5a21ff17bb5015068c9e177ffcea2e439c
import aif360,IBM/lale,kiran-kate,"Fixes/modifications to xgb schemas. (#631)

* Updated import_from_sklearn_pipeline to return _trained for TrainableIndividualOps.

* Handling operators which don't have a fit method.

* Pinning the version of aif360 to 0.3.0.

* Fixing xgb schema to accommodate more types.",https://github.com/IBM/lale/commit/44768768b7cb16961e735412f335389d7605892f
import aif360,IBM/lale,kiran-kate,"Using the metadata passing feature for column names and dtypes for co… (#362)

* Using the metadata passing feature for column names and dtypes for cognito.#311.

* Fixed an import.

* Fixing the previous commit.

* Removed print statements.

* Handling the case when deepcopy fails.

* handling mypy errors.

* old version of aif360",https://github.com/IBM/lale/commit/293edcdbb8c5c12495fef1243c906e22c241753e
import aif360,IBM/lale,mfeffer,"Contributing datasets corresponding to Panels 19, 20, and 21 from years 2015 and 2016 of the MEPS dataset (#691)

* First pass at adding one of the MEPS dataframes; will work on adding other dataframes and tests in the near future

* Other MEPS dataframes added

* First tests for MEPS work; need to add more tests and clean up dead code

* Removed dead code and added tests for the other MEPS dataframes

* Importing aif360 so that pyright doesn't complain about __file__

* Minor revisions to use logger.error instead of print statements if csv file is not located

* Minor logging and comment changes

* Helper method name refactoring",https://github.com/IBM/lale/commit/4fc15d93c95416b5bce57b2459abb100793ed529
import aif360,bhomass/AIF360,Seth Neel,"GerryFair PR  (#146)

* init

* init

* 1.0

* 1.1

* examples

* examples wip

* examples wip

* Delete test_script.py

*redundant in examples.py

* refactor examples

* examples wip

* Update requirements.txt

* typo

* examples wip

* fixed bug in pareto()

* python notebook

* fix copy issue

* Delete gerry_example_plots.py

*moved to ipynb

* wip

* wip

* add_subsamp to preprocessor

* .

* working gerry-learn-audit

* wip - commit more

* wip notebook

* wip notebook

* wip-nb

* working learning-balance-data-heatmap

* working

* commit early and often

* wip almost done

* wip

* learner-doesnt-match-aud

* balance dataset

* working heatmap

* wip

* wip

* wip

* wip running

* notebook good

* wip

* prose

* workbook

* workbook2

* temp

* documentation_in_prog

* documentation wip

* documentation

* finished documentation

* notebook finished

* yapf formatted

* Update README.md

* Update README.md

* Update README.md

* Update README.md

* Update README.md

* bug fix calc_disp

* new_version_wip

* comments on PR being addressed. wip

* refactor wip

* wip

* wip

* wip tests

* wip

* working

* working, notebook ran

* testing via running short notebook

* testing via notebooks gerryfair

* remove pdb import

* Update __init__.py

Add `from aif360.algorithms.inprocessing.gerryfair_classifier import GerryFairClassifier`

* Update demo_gerryfair.ipynb

remove ref to communities

* Update __init__.py

* Update __init__.py

* fixed imports

* made notebooks match new imports

Co-authored-by: Seth Neel <sethneel@Seths-MacBook-Pro.local>
Co-authored-by: Seth Neel <sethneel@huntsman-ve703-16274.apn.wlan.private.upenn.edu>
Co-authored-by: svnscholar <sethneel@wharton.upenn.edu>
Co-authored-by: Samuel Hoffman <hoffman.sc@gmail.com>",https://github.com/bhomass/AIF360/commit/652f16fb3c457a3f1352210822aa6defd9aab6f2
import aif360,sumacm/fairattr,Seth Neel,"GerryFair PR  (#146)

* init

* init

* 1.0

* 1.1

* examples

* examples wip

* examples wip

* Delete test_script.py

*redundant in examples.py

* refactor examples

* examples wip

* Update requirements.txt

* typo

* examples wip

* fixed bug in pareto()

* python notebook

* fix copy issue

* Delete gerry_example_plots.py

*moved to ipynb

* wip

* wip

* add_subsamp to preprocessor

* .

* working gerry-learn-audit

* wip - commit more

* wip notebook

* wip notebook

* wip-nb

* working learning-balance-data-heatmap

* working

* commit early and often

* wip almost done

* wip

* learner-doesnt-match-aud

* balance dataset

* working heatmap

* wip

* wip

* wip

* wip running

* notebook good

* wip

* prose

* workbook

* workbook2

* temp

* documentation_in_prog

* documentation wip

* documentation

* finished documentation

* notebook finished

* yapf formatted

* Update README.md

* Update README.md

* Update README.md

* Update README.md

* Update README.md

* bug fix calc_disp

* new_version_wip

* comments on PR being addressed. wip

* refactor wip

* wip

* wip

* wip tests

* wip

* working

* working, notebook ran

* testing via running short notebook

* testing via notebooks gerryfair

* remove pdb import

* Update __init__.py

Add `from aif360.algorithms.inprocessing.gerryfair_classifier import GerryFairClassifier`

* Update demo_gerryfair.ipynb

remove ref to communities

* Update __init__.py

* Update __init__.py

* fixed imports

* made notebooks match new imports

Co-authored-by: Seth Neel <sethneel@Seths-MacBook-Pro.local>
Co-authored-by: Seth Neel <sethneel@huntsman-ve703-16274.apn.wlan.private.upenn.edu>
Co-authored-by: svnscholar <sethneel@wharton.upenn.edu>
Co-authored-by: Samuel Hoffman <hoffman.sc@gmail.com>",https://github.com/sumacm/fairattr/commit/652f16fb3c457a3f1352210822aa6defd9aab6f2
fairlearn,vitor-martini/TCC,Vitor Martini,kfold fairlearn,https://github.com/vitor-martini/TCC/commit/7b3e2abe9e06f115b46e14ec1c94cebe37a75c45
fairlearn,vitor-martini/TCC,Vitor Martini,FAIRLEARN BIAS,https://github.com/vitor-martini/TCC/commit/cb68dfc381e855b870a97f9bd321e141101a8404
fairlearn,Renumics/sliceguard,Daniel Klitzke,supress fairlearn based warnings,https://github.com/Renumics/sliceguard/commit/7b21b3d336bc36fdff17f1cadf4d93bf242233c0
fairlearn,skops-dev/skops,Benjamin Bossan,"MNT: updates to HF Hub, manage fairlearn deprecation (#392)",https://github.com/skops-dev/skops/commit/933edbe48764050821843dbfe5588735977107f9
fairlearn,ImCirot/Progetto-Tesi,ImCirot,Added fairlearn DI ratio report,https://github.com/ImCirot/Progetto-Tesi/commit/ab4a073a5631eac43d5ae333218a601d5ea613c9
fairlearn,Camille-Molinier/mutation-testing-ml-fairness,cmolinier,add fairlearn lib,https://github.com/Camille-Molinier/mutation-testing-ml-fairness/commit/9f85d466fb7dd77e00ecaf825b3f53e38583f830
fairlearn,ImCirot/Progetto-Tesi,ImCirot,Added DI ratio calculation from fairlearn lib,https://github.com/ImCirot/Progetto-Tesi/commit/be623251457fd501e1eeabef3e85450b669e186b
fairlearn,leandroaguazaco/data_science_portfolio,Felipe Leandro Aguazaco,Using fairlearn metrics,https://github.com/leandroaguazaco/data_science_portfolio/commit/c87db271d13d59db73213c64a7f9775eb3914a98
fairlearn,ImCirot/Progetto-Tesi,ImCirot,Added new reports for fairlearn models with Student dataset,https://github.com/ImCirot/Progetto-Tesi/commit/b6edf9fdbc4e79feb51cf9bf604c371088ed4884
fairlearn,ImCirot/Progetto-Tesi,ImCirot,Created script for Student ml modeling using FairLearn,https://github.com/ImCirot/Progetto-Tesi/commit/8371493cd63cbafdba0fd637ea5f64dd3bb0d47d
import fairlearn,seldonian-toolkit/Experiments,Austin Hoag,make fairlearn an optional import,https://github.com/seldonian-toolkit/Experiments/commit/398fada71eddb46c6744a3480e4324c25a6939c4
import fairlearn,sumacm/fairattr,Samuel Hoffman,"Bug fixes and docstring/style fixes (#229)

* is -> ==

* style, docstring, arg name changes

* clip lines at 80 chars
* fix docstring formatting
* `prot_attr_cols` -> `prot_attr` (consistency)
* `constraints`+`constraints_moment` -> `constraints` (ease-of-use)

* self.model.constraints -> self.model.moment

* Fix style, docstrings

* tabs -> spaces

* fairlearn intersphinx mapping

* clean up requirements

* fix arg names

* remove unused imports",https://github.com/sumacm/fairattr/commit/066e420fc3f0dd71926827dabe5bc297bfdf7b92
